date_tweeted,author_handle,date_tweeted,day_of_week,followers,following,hour,in_reply_to,text,twitter_id,reply_time
2017-09-21 15:18:39-07:00,haleybobl,2017-09-21 15:18:39-07:00,Thursday,249,212,15,910981543920852992,@AirbnbHelp Sent!,910991692039315457,0.0
2017-09-21 15:18:00-07:00,dcsenger,2017-09-21 15:18:00-07:00,Thursday,134,79,15,,@airbnb @AirbnbHelp can someone call me? I am in a different country and no place to stay.. please,910991526607691776,0.0
2017-09-21 15:17:02-07:00,painfullyhip,2017-09-21 15:17:02-07:00,Thursday,1329,463,15,,"Just beware, if over $900 in payments go missing @Airbnb and @AirbnbHelp will ignore you for months. So over it.… https://t.co/C338TUNSU4",910991285644795905,25.1
2017-09-21 15:09:11-07:00,jimpolka,2017-09-21 15:09:11-07:00,Thursday,44,108,15,,@AirbnbHelp can you help? @redawning isn't honoring their booking terms. https://t.co/fPBJeYWHUr,910989309808926720,0.0
2017-09-21 15:06:51-07:00,dcsenger,2017-09-21 15:06:51-07:00,Thursday,134,79,15,,waiting in line to be attend by @Airbnb @AirbnbHelp https://t.co/EYmLAhNTwQ,910988722476380160,0.0
2017-09-21 15:00:20-07:00,RileyDueck,2017-09-21 15:00:20-07:00,Thursday,327,750,15,,"@AirbnbHelp Had my experience submission call today. Said I was not verified. App says I am. Went to remove ID and redo
Cannot seem to do so",910987080913657856,30.0
2017-09-21 14:58:05-07:00,dcsenger,2017-09-21 14:58:05-07:00,Thursday,134,79,14,910985707551952896,@AirbnbHelp I'm waiting on line to be attendees https://t.co/tT3ORicr1I,910986518445076480,0.0
2017-09-21 14:54:52-07:00,dcsenger,2017-09-21 14:54:52-07:00,Thursday,134,79,14,910984079679610881,@AirbnbHelp Otherwise it's have a prosecution.,910985707551952896,0.0
2017-09-21 14:54:25-07:00,dcsenger,2017-09-21 14:54:25-07:00,Thursday,134,79,14,910984079679610881,@AirbnbHelp I did NOT pay my credit card or Airbnb with a voucher I need an efficient and fair solution,910985592837693442,0.0
2017-09-21 14:53:44-07:00,dcsenger,2017-09-21 14:53:44-07:00,Thursday,134,79,14,910984079679610881,@AirbnbHelp she answered me offering these far away places to stay which I am not interested https://t.co/iqbZmQjJ51,910985423291285504,0.0
2017-09-21 14:52:50-07:00,dcsenger,2017-09-21 14:52:50-07:00,Thursday,134,79,14,910984079679610881,@AirbnbHelp with an attendant why she cannot call me back? I'm already waiting 13min in line wasting money trying t… https://t.co/e9E23AXIfj,910985193980297216,0.0
2017-09-21 14:52:40-07:00,rachelpaula,2017-09-21 14:52:40-07:00,Thursday,1466,1077,14,,@Airbnb @AirbnbHelp do you have an 800 number . Need to speak to someone asap,910985152054140928,29.6833333333
2017-09-21 14:51:48-07:00,dcsenger,2017-09-21 14:51:48-07:00,Thursday,134,79,14,910984079679610881,@AirbnbHelp Yes I need to stay where I am in Upper East. Is not a fair trade and worst I wasting precious time here… https://t.co/tYsL6BTxwD,910984936705929217,40.25
2017-09-21 14:49:04-07:00,debSilbert,2017-09-21 14:49:04-07:00,Thursday,45,161,14,910940236586332160,@AirbnbHelp You guys are the bomb!  Thank you for taking care of this and following up with a call!!,910984246835257345,34.2833333333
2017-09-21 14:48:39-07:00,AirbnbHelp,2017-09-21 14:48:39-07:00,Thursday,50455,6005,14,910975843022893056,"@CountertopFit Due to privacy concerns, please delete your tweet because it has sensitive info, then DM us that inf… https://t.co/fVJg3TSCef",910984143672049664,0.0
2017-09-21 14:43:44-07:00,Digesh8990,2017-09-21 14:43:44-07:00,Thursday,20,30,14,910946586171129856,"@satish_purohit @prachi_pj @Airbnb_uk @Airbnb @AirbnbHelp @digesh No not yet,
This @airbnb people do not have the c… https://t.co/7T35Cc9HoM",910982906373324800,41.0166666667
2017-09-21 14:39:42-07:00,_trinsky,2017-09-21 14:39:42-07:00,Thursday,3214,1904,14,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910981890105999360,0.0
2017-09-21 14:37:37-07:00,savoryexposure,2017-09-21 14:37:37-07:00,Thursday,7798,1719,14,910979485473927169,@AirbnbHelp Yes I’ll DM you,910981366807920640,0.0
2017-09-21 14:34:04-07:00,chemicaljoyce,2017-09-21 14:34:04-07:00,Thursday,1443,1108,14,,RT @AirbnbHelp: We also encourage local hosts in CMDX to list their spaces thru the program to help neighbors in need. 2/2 https://t.co/r11…,910980470690762755,0.0
2017-09-21 14:29:45-07:00,vperezmartinez,2017-09-21 14:29:45-07:00,Thursday,411,393,14,,RT @AirbnbHelp: We've activated our Disaster Response Program to help those impacted by the earthquake in CDMX find free temporary accommod…,910979387851501568,0.0
2017-09-21 14:23:45-07:00,anneliesepineda,2017-09-21 14:23:45-07:00,Thursday,44,44,14,910859973755916289,@AirbnbHelp sent you a DM.,910977877201555457,0.0
2017-09-21 14:19:13-07:00,tevanmichelle7,2017-09-21 14:19:13-07:00,Thursday,133,302,14,,@AirbnbHelp I hope someone contacts me reguarding my discrepancy... feeling played 😐,910976734488653824,0.0
2017-09-21 14:12:17-07:00,jerisbrunette,2017-09-21 14:12:17-07:00,Thursday,12,60,14,910973370564583425,@AirbnbHelp Also yesterday at 2:20 pm.,910974989947609094,0.0
2017-09-21 14:11:25-07:00,pauledmondson,2017-09-21 14:11:25-07:00,Thursday,1014,121,14,910656952639901697,@AirbnbHelp Housing complex is changing rule to 90 day minimum rental. Love to have data and insights on impact cha… https://t.co/0vezMMEVPQ,910974773013839873,61.45
2017-09-21 14:05:51-07:00,jerisbrunette,2017-09-21 14:05:51-07:00,Thursday,12,60,14,910966008013352961,"@AirbnbHelp I've actually sent three emails to that address today already. 9:05 am, 1:02 pm and 1:28 pm.",910973370564583425,0.0
2017-09-21 13:41:51-07:00,caitlinest,2017-09-21 13:41:51-07:00,Thursday,477,449,13,910940247218847744,@AirbnbHelp Ugh that stinks! We did that last time and it was such a waste of time. If you have the amenities list… https://t.co/ac0Pd6Gp2P,910967332373192704,12.0333333333
2017-09-21 13:33:04-07:00,ThatBuffaloLady,2017-09-21 13:33:04-07:00,Thursday,9,24,13,903251873288900608,@AirbnbHelp It was an idea. Airbnb could assist now or in the future in connecting natural disaster refugees to tem… https://t.co/rLr4Wr8FZS,910965119437430785,47.8333333333
2017-09-21 13:24:24-07:00,nate95687,2017-09-21 13:24:24-07:00,Thursday,81,42,13,,"@AirbnbHelp ""Free parking on street"" amenity is crossed off as unavailable for my listing; but, there's no way to turn it on. help?",910962941540929538,19.9
2017-09-21 13:21:16-07:00,jerisbrunette,2017-09-21 13:21:16-07:00,Thursday,12,60,13,910952226755108864,"@AirbnbHelp Yeah, I've heard that a few times. Yesterday, for example. But nothing. 1 hour ago I was told I'd get a… https://t.co/SS0vFh9BTc",910962153125040129,15.3166666667
2017-09-21 13:10:08-07:00,PilotLodging,2017-09-21 13:10:08-07:00,Thursday,73,78,13,910958529288208387,"@AirbnbHelp A simple test would for you to make an inquiry, eg of availability on a certain date. No case mgr req'd… https://t.co/jXWavLgb8P",910959351921291271,23.9833333333
2017-09-21 13:07:24-07:00,elmarquine,2017-09-21 13:07:24-07:00,Thursday,627,768,13,,@Airbnb a message for guests already in CDMX or planning to come. #MexicoUnido @AirbnbHelp @airbnb_latam… https://t.co/7gYmFlwTd6,910958660561653760,0.0
2017-09-21 12:50:15-07:00,iamtulus,2017-09-21 12:50:15-07:00,Thursday,862,164,12,,"After weeks of waiting, I still haven't heard anything from @Airbnb @AirbnbHelp, damn this is getting so frustrating https://t.co/Z2pRH2ybbm",910954345864278016,88.9166666667
2017-09-21 12:43:57-07:00,PilotLodging,2017-09-21 12:43:57-07:00,Thursday,73,78,12,910910979352989696,@AirbnbHelp Why don't you create a decent customer support system instead of trying to force twitter to do all kind… https://t.co/T34lkFUBn2,910952761440849920,0.0
2017-09-21 12:41:03-07:00,serena_oreilly,2017-09-21 12:41:03-07:00,Thursday,32,49,12,910731606486339584,@AirbnbHelp Just dm'd you with it there thanks!,910952029849190400,84.75
2017-09-21 12:40:40-07:00,PilotLodging,2017-09-21 12:40:40-07:00,Thursday,73,78,12,910910979352989696,@AirbnbHelp Can't attach to private message... https://t.co/hVhFgmOJlc,910951933673971712,0.0
2017-09-21 12:39:11-07:00,David_Raikow,2017-09-21 12:39:11-07:00,Thursday,59,26,12,,"@AirbnbHelp I want to text guests a link to my guidebook, have customization with better appearance. I'm considering a 3rd-party guidebook.",910951561706086400,23.8166666667
2017-09-21 12:37:56-07:00,carlosdelgadord,2017-09-21 12:37:56-07:00,Thursday,119,350,12,,"RT @AirbnbHelp: @143Yami Hi there, those displaced by the earthquake can locate hosts opening their homes through our disaster tool here: h…",910951248140136449,0.0
2017-09-21 12:36:46-07:00,PhxICON,2017-09-21 12:36:46-07:00,Thursday,266,276,12,,RT @AirbnbHelp: We also encourage local hosts in CMDX to list their spaces thru the program to help neighbors in need. 2/2 https://t.co/r11…,910950951636398082,0.0
2017-09-21 12:36:26-07:00,PhxICON,2017-09-21 12:36:26-07:00,Thursday,266,276,12,,RT @AirbnbHelp: We've activated our Disaster Response Program to help those impacted by the earthquake in CDMX find free temporary accommod…,910950869943889920,0.0
2017-09-21 12:35:23-07:00,PilotLodging,2017-09-21 12:35:23-07:00,Thursday,73,78,12,910910979352989696,@AirbnbHelp No response re my question about a test?,910950603689426947,31.4833333333
2017-09-21 12:30:15-07:00,Destijl1986,2017-09-21 12:30:15-07:00,Thursday,82,783,12,910565676657635330,"@AirbnbHelp Literally no concrete answers from Airbnb, I'm just told that I'll be contacted eventually",910949314465353728,13.45
2017-09-21 12:19:25-07:00,satish_purohit,2017-09-21 12:19:25-07:00,Thursday,139,341,12,910920502239125506,@Digesh8990 @prachi_pj @Airbnb_uk @Airbnb @AirbnbHelp @Digesh Did you got place to stay now,910946586171129856,0.0
2017-09-21 12:04:55-07:00,kattyjj11,2017-09-21 12:04:55-07:00,Thursday,13,13,12,,@AirbnbHelp mi nombre es Jose Ignacio Lopez Foncea,910942936321445888,0.0
2017-09-21 12:04:29-07:00,kattyjj11,2017-09-21 12:04:29-07:00,Thursday,13,13,12,,@AirbnbHelp sinverguenzas mas un mes que no pagan las reservas,910942828406157318,0.0
2017-09-21 11:54:11-07:00,debSilbert,2017-09-21 11:54:11-07:00,Thursday,45,161,11,,"@AirbnbHelp need to extend a reservation 2nd time. Guests are ins adjusters in FL.  Don't see ""Alter"" button after first extension.",910940236586332160,19.5666666667
2017-09-21 11:32:46-07:00,ricardo_meza,2017-09-21 11:32:46-07:00,Thursday,1375,349,11,,RT @AirbnbHelp: We also encourage local hosts in CMDX to list their spaces thru the program to help neighbors in need. 2/2 https://t.co/r11…,910934845353730049,0.0
2017-09-21 11:32:43-07:00,ricardo_meza,2017-09-21 11:32:43-07:00,Thursday,1375,349,11,,RT @AirbnbHelp: We've activated our Disaster Response Program to help those impacted by the earthquake in CDMX find free temporary accommod…,910934833240477696,0.0
2017-09-21 11:32:42-07:00,caitlinest,2017-09-21 11:32:42-07:00,Thursday,477,449,11,,"@AirbnbHelp Is it not possible to filter a search on the ""family amenities""? I'm trying to find a home with a crib/PNP.",910934831130955776,21.5333333333
2017-09-21 11:29:32-07:00,Jackie_Barrera,2017-09-21 11:29:32-07:00,Thursday,425,392,11,910931526090739712,@AirbnbHelp Done ✅,910934035177906177,0.0
2017-09-21 11:28:35-07:00,peteschonbeck,2017-09-21 11:28:35-07:00,Thursday,89,71,11,910932208814362625,@AirbnbHelp Hi this is all I can get to??? https://t.co/bTm60AXeOK,910933792499666944,10.8
2017-09-21 11:17:24-07:00,Nrzagaray,2017-09-21 11:17:24-07:00,Thursday,674,468,11,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910930981149913088,0.0
2017-09-21 11:04:39-07:00,ChrisChristophr,2017-09-21 11:04:39-07:00,Thursday,10098,657,11,910916193489444866,@AirbnbHelp Hyperbreed206@gmail.com,910927771584544768,23.9333333333
2017-09-21 11:01:30-07:00,AirBnBDiary,2017-09-21 11:01:30-07:00,Thursday,641,454,11,,RT @AirbnbHelp: We also encourage local hosts in CMDX to list their spaces thru the program to help neighbors in need. 2/2 https://t.co/r11…,910926978273861633,0.0
2017-09-21 10:57:52-07:00,Robert_H_Wilson,2017-09-21 10:57:52-07:00,Thursday,15,58,10,910912039719186432,@AirbnbHelp PM'd,910926064767111168,12.8333333333
2017-09-21 10:54:26-07:00,MelodyLeaLamb,2017-09-21 10:54:26-07:00,Thursday,12036,11873,10,,"@AirbnbHelp I have a guest who is trying to book, but can’t seem to change the currency to USD. She has clicked the box at the page bottom.",910925197880037377,19.55
2017-09-21 10:50:46-07:00,JackieMJensen,2017-09-21 10:50:46-07:00,Thursday,35082,22181,10,,RT @AirbnbHelp: We've activated our Disaster Response Program to help those impacted by the earthquake in CDMX find free temporary accommod…,910924277058277376,0.0
2017-09-21 10:50:05-07:00,JackieMJensen,2017-09-21 10:50:05-07:00,Thursday,35082,22181,10,910923260161818624,"@AirbnbHelp Thanks, friends!",910924104630439937,0.0
2017-09-21 10:47:01-07:00,algunamariaa,2017-09-21 10:47:01-07:00,Thursday,1111,837,10,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910923331548917761,0.0
2017-09-21 10:39:42-07:00,amoghranadive,2017-09-21 10:39:42-07:00,Thursday,104067,574,10,910914629093740545,@AirbnbHelp DM’ed! Thanks guys!,910921493160366080,5.91666666667
2017-09-21 10:39:03-07:00,fearoner,2017-09-21 10:39:03-07:00,Thursday,44,249,10,,RT @bomitoni: Thank you @AirbnbHelp for everything while here in Mexico City. Your quick response was greatly appreciated. #FuerzaMéxico,910921328214949888,0.0
2017-09-21 10:36:59-07:00,Digesh8990,2017-09-21 10:36:59-07:00,Thursday,20,30,10,910557372971708417,@prachi_pj @Airbnb_uk @Airbnb @AirbnbHelp if it was not possible for you to accomodate us then why did you accept out confirmation,910920808180064256,0.0
2017-09-21 10:35:46-07:00,Digesh8990,2017-09-21 10:35:46-07:00,Thursday,20,30,10,910557372971708417,"@prachi_pj @Airbnb_uk @Airbnb @AirbnbHelp @Airbnb_uk
People are without accomodation after confirmation, and you gu… https://t.co/igAkloqAnN",910920502239125506,36.5666666667
2017-09-21 10:34:09-07:00,Jackie_Barrera,2017-09-21 10:34:09-07:00,Thursday,425,392,10,910918941912035329,"@AirbnbHelp Wow, waited that long to speak to someone and then they hung up on me.",910920096343891968,0.0
2017-09-21 10:30:20-07:00,pinchecopito,2017-09-21 10:30:20-07:00,Thursday,5204,881,10,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910919135831486464,0.0
2017-09-21 10:29:34-07:00,Jackie_Barrera,2017-09-21 10:29:34-07:00,Thursday,425,392,10,,@AirbnbHelp been on hold for 20+ mins regarding an issue that happened almost a week ago. This is unacceptable &amp; ne… https://t.co/JvYumnJQup,910918941912035329,50.0
2017-09-21 10:29:06-07:00,AdrianVgam,2017-09-21 10:29:06-07:00,Thursday,366,104,10,,"RT @AirbnbHelp: @143Yami Hi there, those displaced by the earthquake can locate hosts opening their homes through our disaster tool here: h…",910918823594938368,0.0
2017-09-21 10:27:48-07:00,AugustHomeInc,2017-09-21 10:27:48-07:00,Thursday,12421,7306,10,910918148043415552,@sarahwanders @AugustSmartHome @AirbnbHelp Thanks for letting us know Sarah.,910918495898148864,0.0
2017-09-21 10:26:25-07:00,sarahwanders,2017-09-21 10:26:25-07:00,Thursday,6,36,10,910915925347586049,"@AugustHomeInc @AugustSmartHome @AirbnbHelp Thanks, it ended up being an Airbnb host issue that we resolved",910918148043415552,0.0
2017-09-21 10:21:03-07:00,SalimPickens,2017-09-21 10:21:03-07:00,Thursday,1713,1554,10,910909075877240832,@AirbnbHelp I'll let you know once the host has cleared up their end.,910916798270369794,12.1833333333
2017-09-21 10:18:19-07:00,ninnahdz2,2017-09-21 10:18:19-07:00,Thursday,277,366,10,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910916110807117825,0.0
2017-09-21 10:17:35-07:00,AugustHomeInc,2017-09-21 10:17:35-07:00,Thursday,12421,7306,10,910749453237153792,"@sarahwanders @AugustSmartHome @AirbnbHelp Hey Sarah, we're not able to see the tweet you're responding to. Please… https://t.co/zO2Bx3erJG",910915925347586049,0.0
2017-09-21 10:17:34-07:00,orlpolitics,2017-09-21 10:17:34-07:00,Thursday,2057,1424,10,,Airbnb Expands Disaster Program to all of Florida @Airbnb @AirbnbHelp #sayfie https://t.co/Re9CZTnQhZ https://t.co/oCckPPKWtJ,910915922134798337,0.0
2017-09-21 10:12:37-07:00,PilotLodging,2017-09-21 10:12:37-07:00,Thursday,73,78,10,,@AirbnbHelp another problem - truncated messages. These issues started after your latest app update a couple of days ago.,910914675247902720,0.0
2017-09-21 10:10:40-07:00,Lydiia_Najerini,2017-09-21 10:10:40-07:00,Thursday,372,1170,10,,RT @AirbnbHelp: We also encourage local hosts in CMDX to list their spaces thru the program to help neighbors in need. 2/2 https://t.co/r11…,910914183968854017,0.0
2017-09-21 10:05:28-07:00,joseruiz12,2017-09-21 10:05:28-07:00,Thursday,148,649,10,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910912876306747395,0.0
2017-09-21 10:04:46-07:00,RealTalkRoss,2017-09-21 10:04:46-07:00,Thursday,130,176,10,,@AirbnbHelp how many giant cockroaches are required to be found before someone can get a refund?  https://t.co/kCvSRD8dVX,910912701609717761,4.7
2017-09-21 10:02:55-07:00,amoghranadive,2017-09-21 10:02:55-07:00,Thursday,104067,574,10,910912079250542592,@Airbnb @AirbnbHelp @Airbnb_in …except my Indian phone number is connected to my account and I’m currently in Londo… https://t.co/CdQdjIO2Nz,910912234259443712,0.0
2017-09-21 10:02:18-07:00,amoghranadive,2017-09-21 10:02:18-07:00,Thursday,104067,574,10,,@Airbnb @AirbnbHelp @Airbnb_in Trying to sign in to my account after a while and it’s asking for a verification SMS/call (1/2),910912079250542592,10.1333333333
2017-09-21 09:59:14-07:00,niklas_bloemer,2017-09-21 09:59:14-07:00,Thursday,1036,283,9,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910911308006084608,0.0
2017-09-21 09:58:05-07:00,beredg_,2017-09-21 09:58:05-07:00,Thursday,493,1356,9,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910911017454067713,0.0
2017-09-21 09:57:56-07:00,PilotLodging,2017-09-21 09:57:56-07:00,Thursday,73,78,9,,@AirbnbHelp I won't know if it worked until something is triggered at Airbnb. Can you send a test?,910910979352989696,42.4333333333
2017-09-21 09:54:24-07:00,ChrisChristophr,2017-09-21 09:54:24-07:00,Thursday,10098,657,9,,6 weeks now to get a 1099 from. @AirbnbHelp what bullshit https://t.co/JEcuCm1kTF,910910093247488001,24.25
2017-09-21 09:52:10-07:00,eTorreMolina,2017-09-21 09:52:10-07:00,Thursday,10899,478,9,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910909529847586816,0.0
2017-09-21 09:51:46-07:00,scarlet1221,2017-09-21 09:51:46-07:00,Thursday,279,252,9,910611817638109184,@AirbnbHelp Thank you all has been resolved. I appreciate your help.,910909431298191360,23.1666666667
2017-09-21 09:49:29-07:00,airamdulce,2017-09-21 09:49:29-07:00,Thursday,160,340,9,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910908854879293441,0.0
2017-09-21 09:49:06-07:00,psskow,2017-09-21 09:49:06-07:00,Thursday,1443,1130,9,,"RT @AirbnbHelp: @143Yami Hi there, those displaced by the earthquake can locate hosts opening their homes through our disaster tool here: h…",910908759400005632,0.0
2017-09-21 09:49:00-07:00,psskow,2017-09-21 09:49:00-07:00,Thursday,1443,1130,9,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910908732686557184,0.0
2017-09-21 09:48:53-07:00,jainapereyra,2017-09-21 09:48:53-07:00,Thursday,2155,1119,9,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910908705759260672,0.0
2017-09-21 09:48:51-07:00,annbookish,2017-09-21 09:48:51-07:00,Thursday,374,1093,9,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910908693314658304,0.0
2017-09-21 09:47:53-07:00,harmodio,2017-09-21 09:47:53-07:00,Thursday,3214,1405,9,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910908450644926464,0.0
2017-09-21 09:47:11-07:00,cucharachiquita,2017-09-21 09:47:11-07:00,Thursday,385,269,9,,"RT @AirbnbHelp: @143Yami Hi there, those displaced by the earthquake can locate hosts opening their homes through our disaster tool here: h…",910908277533294592,0.0
2017-09-21 09:45:44-07:00,SirRhosisRGL,2017-09-21 09:45:44-07:00,Thursday,536,625,9,,"RT @pedestre: Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t…",910907910095560704,0.0
2017-09-21 09:45:25-07:00,pedestre,2017-09-21 09:45:25-07:00,Thursday,11831,976,9,,"Quienes ofrezcan sus hogares para albergar víctimas u ofrecer rentas solidarias, pueden registrarlos en @AirbnbHelp https://t.co/w4BCi3DzGy",910907829841793024,0.0
2017-09-21 09:45:17-07:00,SalimPickens,2017-09-21 09:45:17-07:00,Thursday,1713,1554,9,910867568411410432,"@AirbnbHelp We booked, confirmed, then the host cancelled &amp; arranged a new booking, not our choice, not satisfactor… https://t.co/an93Uet9uv",910907796551618560,5.08333333333
2017-09-21 09:44:53-07:00,elchicotipico,2017-09-21 09:44:53-07:00,Thursday,179,182,9,,"RT @AirbnbHelp: @143Yami Hi there, those displaced by the earthquake can locate hosts opening their homes through our disaster tool here: h…",910907698543251457,0.0
2017-09-21 09:39:47-07:00,harmodio,2017-09-21 09:39:47-07:00,Thursday,3214,1405,9,,"RT @AirbnbHelp: @143Yami Hi there, those displaced by the earthquake can locate hosts opening their homes through our disaster tool here: h…",910906412464840709,0.0
2017-09-21 09:39:08-07:00,zensuitesnyc,2017-09-21 09:39:08-07:00,Thursday,3,5,9,,@AirbnbHelp How do we handle with guest which cause damage and then threaten to leave bad reviews?,910906250447245312,6.98333333333
2017-09-21 09:37:59-07:00,pedestre,2017-09-21 09:37:59-07:00,Thursday,11831,976,9,,"RT @AirbnbHelp: @143Yami Hi there, those displaced by the earthquake can locate hosts opening their homes through our disaster tool here: h…",910905961350598656,0.0
2017-09-21 09:34:45-07:00,PilotLodging,2017-09-21 09:34:45-07:00,Thursday,73,78,9,,@AirbnbHelp something is amiss with the app. I'm not getting notifications of messages from guests.,910905148842618880,13.8166666667
2017-09-21 09:19:39-07:00,NikkiFansClub,2017-09-21 09:19:39-07:00,Thursday,47,27,9,,@AirbnbHelp DM,910901348064989184,11.4333333333
2017-09-21 09:11:59-07:00,SianRharriman,2017-09-21 09:11:59-07:00,Thursday,408,588,9,910898026989932545,@AirbnbHelp done,910899417363906562,6.0
2017-09-21 08:59:26-07:00,SianRharriman,2017-09-21 08:59:26-07:00,Thursday,408,588,8,,@AirbnbHelp Hi Airbnb..my account won't let me contact hosts.. please help?! https://t.co/w3FINbsPjt,910896258822402048,7.01666666667
2017-09-21 08:54:52-07:00,Studiovsf,2017-09-21 08:54:52-07:00,Thursday,472,609,8,,"@AirbnbHelp can you call us and let us know when we can receive our money for damaged washer, carpets and toilet seat",910895109608108033,0.0
2017-09-21 08:54:27-07:00,Studiovsf,2017-09-21 08:54:27-07:00,Thursday,472,609,8,,@AirbnbHelp hi Airbnb we are still waiting for our security dep where the tenants damaged items it's been 3 weeks now,910895006440763392,6.41666666667
2017-09-21 08:49:45-07:00,bret_awesome,2017-09-21 08:49:45-07:00,Thursday,280,610,8,910892548226510849,@AirbnbHelp Thanks for your response. It was booked under my fiance's account. He is working with customer support… https://t.co/IABctEoD5z,910893822309130243,7.05
2017-09-21 08:43:27-07:00,JAUREGUI05,2017-09-21 08:43:27-07:00,Thursday,32,233,8,,"@AirbnbHelp Hello i send dm to let them know about my situation
Thanks",910892235004182528,15.65
2017-09-21 08:24:57-07:00,Sparkles_Debz,2017-09-21 08:24:57-07:00,Thursday,1086,4514,8,910885074765275137,@AirbnbHelp I find that hard 2believe as I am &amp; always have been UK citizen &amp; therfore everything is GBP - apart fr… https://t.co/7XqSu25Vri,910887581759541248,9.23333333333
2017-09-21 08:21:05-07:00,Phxtristar,2017-09-21 08:21:05-07:00,Thursday,67,397,8,910874201560633347,"@AirbnbHelp You guys/gals are the best. 
You should teach Train Company how to care. Better yet start one yourself… https://t.co/xChyU1G4ty",910886606881640448,0.0
2017-09-21 08:10:05-07:00,Sparkles_Debz,2017-09-21 08:10:05-07:00,Thursday,1086,4514,8,,@AirbnbHelp can you stop changing my currency back from GBP to USD when I've changed it &amp; I'm based in UK!,910883840922722304,4.9
2017-09-21 08:02:58-07:00,kissmecreative,2017-09-21 08:02:58-07:00,Thursday,51,151,8,,@AirbnbHelp Are you able to re-send my first time booking code? I remember receiving one a long time ago and I never booked.,910882050231685122,0.0
2017-09-21 07:52:42-07:00,anniepops1987,2017-09-21 07:52:42-07:00,Thursday,36,141,7,,"@AirbnbHelp Hi AirBnB! You helped me out on Tuesday, I have DM'd you a follow up message if someone can take a look for me &lt;3",910879464321683456,0.0
2017-09-21 07:40:42-07:00,MelinHB,2017-09-21 07:40:42-07:00,Thursday,972,1106,7,910876032496013314,@AirbnbHelp well I will be sure to not ever use your company again.  What program allows cancellation a day before check in.,910876447279005696,9.56666666667
2017-09-21 07:32:52-07:00,MelinHB,2017-09-21 07:32:52-07:00,Thursday,972,1106,7,910755240479256576,@AirbnbHelp and now you can't even refund my money because I changed banks. Can you send a check ?,910874475020804097,0.0
2017-09-21 07:31:52-07:00,MelinHB,2017-09-21 07:31:52-07:00,Thursday,972,1106,7,910755240479256576,@AirbnbHelp honestly I had my doubts even using your company and this is exactly why we are now left without a place for the weekend,910874224058761217,0.0
2017-09-21 07:31:13-07:00,MelinHB,2017-09-21 07:31:13-07:00,Thursday,972,1106,7,910755240479256576,@AirbnbHelp that's ridiculous so no one has ever changed banks and you don't have a system to refund to a open account seriously ?,910874056836104192,7.85
2017-09-21 07:30:37-07:00,Phxtristar,2017-09-21 07:30:37-07:00,Thursday,67,397,7,,"@Airbnb @AirbnbHelp 
My train from Prague was late causing me to miss my Venice check-in. I contacted my B &amp;B host Adriana. Give me advise",910873909699981312,1.16666666667
2017-09-21 07:26:39-07:00,callmemochelle,2017-09-21 07:26:39-07:00,Thursday,2642,2155,7,,RT @AirbnbHelp: We've activated our Disaster Response Program to help those impacted by the earthquake in CDMX find free temporary accommod…,910872910360805376,0.0
2017-09-21 07:21:44-07:00,mignsenuta,2017-09-21 07:21:44-07:00,Thursday,110,218,7,,@AirbnbHelp no way for me to get in touch with anyone - via phone or website - because I have a new phone number. Help! Need to reset.,910871673469054976,6.98333333333
