,author_handle,date_tweeted,day_of_week,followers,following,hour,in_reply_to,text,twitter_id
1428,AirbnbHelp,2017-09-21 15:31:52-07:00,Thursday,50454,6005,15,910984936705929217,"@dcsenger We're sincerely sorry for the delay, Daphne. We want to assure you our team is actively looking into this… https://t.co/5ChV1z5fwg",910995018944585729
1429,AirbnbHelp,2017-09-21 15:30:20-07:00,Thursday,50454,6005,15,910987080913657856,"@RileyDueck Hi Riley, we'd like to help. Please send us your email address or phone number so we can follow up.",910994632313622528
1430,AirbnbHelp,2017-09-21 15:24:45-07:00,Thursday,50454,6005,15,910982906373324800,@Digesh8990 We would like to look into this for you. Please DM your email address and we will follow up with you. Thanks!,910993228438097921
1431,AirbnbHelp,2017-09-21 15:23:21-07:00,Thursday,50454,6005,15,910984246835257345,"@debSilbert We're happy we could help! Let us know if you have future questions or concerns, we're here to help.",910992874858217477
1432,AirbnbHelp,2017-09-21 15:22:21-07:00,Thursday,50454,6005,15,910985152054140928,"@rachelpaula Hello Rachel, you can call us at 1-855-424-7262 or DM us with the email on your account and we will be happy to assist you.",910992622562537473
1433,AirbnbHelp,2017-09-21 15:12:52-07:00,Thursday,50454,6005,15,910974773013839873,"@pauledmondson Hi, we recommend getting involved with one of our home sharing clubs here: https://t.co/bQYe4PEkoi.… https://t.co/FKeQieGpET",910990235315601409
1434,AirbnbHelp,2017-09-21 14:57:02-07:00,Thursday,50454,6005,14,910977702680768512,"@Holly_Wells We are sorry to hear that, Holly. Please DM us your email address so we can follow up.",910986251637010432
1435,AirbnbHelp,2017-09-21 14:48:39-07:00,Thursday,50454,6005,14,910975843022893056,"@CountertopFit Due to privacy concerns, please delete your tweet because it has sensitive info, then DM us that inf… https://t.co/fVJg3TSCef",910984143672049664
1436,AirbnbHelp,2017-09-21 14:48:24-07:00,Thursday,50454,6005,14,910983338541895680,"@dcsenger Hi, we're very sorry to hear this. We've located your case &amp; requested that our rebooking team follow up… https://t.co/jTmxVCgemj",910984079679610881
1437,AirbnbHelp,2017-09-21 14:46:04-07:00,Thursday,50454,6005,14,910975434963214343,"@ThatOne_Toaster Hi, we are here to help. Please DM us your email address, reservation code and details so we can f… https://t.co/qNoLR1FANE",910983493492117505
1438,AirbnbHelp,2017-09-21 14:38:19-07:00,Thursday,50454,6005,14,910972961175232512,"@haleybobl We're sorry to hear that, Haley. We'd like to help. Can you please DM us your email address so we can lo… https://t.co/Z1YbwBDaxx",910981543920852992
1439,AirbnbHelp,2017-09-21 14:30:09-07:00,Thursday,50454,6005,14,910972122608078848,"@savoryexposure We're sorry to hear your host hasn't responded to your messages, Broderick. Is there anything we ca… https://t.co/ZrRd79jnyn",910979485473927169
1440,AirbnbHelp,2017-09-21 14:20:54-07:00,Thursday,50454,6005,14,910965119437430785,"@ThatBuffaloLady Hi, we encourage you to check for updates on the availability of the Airbnb Disaster Response Prog… https://t.co/3JOUotEis7",910977158956404736
1441,AirbnbHelp,2017-09-21 14:19:10-07:00,Thursday,50454,6005,14,910954345864278016,"@iamtulus Hi Krissatya, we've responded to your DM!",910976721679192064
1442,AirbnbHelp,2017-09-21 14:18:21-07:00,Thursday,50454,6005,14,910957795872194560,@BrendonMerkley We're sorry to hear this Brendon. Can you please DM us your reservation code and more information? Thank you!,910976518444199936
1443,AirbnbHelp,2017-09-21 14:15:31-07:00,Thursday,50454,6005,14,910972314631770112,"@SaulMiranda19 Hi there, we're sorry to hear about this situation. We have just responded to your DM. Please take a… https://t.co/MqTY7JWmSI",910975802321317889
1444,AirbnbHelp,2017-09-21 14:05:48-07:00,Thursday,50454,6005,14,910952029849190400,"@serena_oreilly We've responded Serena, thank you!",910973360208846850
1445,AirbnbHelp,2017-09-21 13:56:09-07:00,Thursday,50454,6005,13,910970192641101824,@CountertopFit We're truly sorry to hear that happened. Can you please DM us the reservation code so we can have a… https://t.co/gDje7SlgVG,910970930217803777
1446,AirbnbHelp,2017-09-21 13:53:53-07:00,Thursday,50454,6005,13,910967332373192704,@caitlinest would share your thoughts directly with our product team via https://t.co/mCeclXTzBx when you have a mo… https://t.co/TpVZyaI3Nj,910970358559334403
1447,AirbnbHelp,2017-09-21 13:53:44-07:00,Thursday,50454,6005,13,910967332373192704,"@caitlinest That's actually a great idea for improving our site. We can't implement your suggestion ourselves, so w… https://t.co/yrZdF1VW6n",910970321070645251
1448,AirbnbHelp,2017-09-21 13:46:01-07:00,Thursday,50454,6005,13,910966858928545792,"@prodbyscar Hi there, we're so sorry to hear that. Can you please DM us your reservation code so we can locate your… https://t.co/vbyXfa3lSu",910968382018789376
1449,AirbnbHelp,2017-09-21 13:44:18-07:00,Thursday,50454,6005,13,910962941540929538,"@nate95687 Hi Nathan, we're here to help. We have just responded to your DM with more information on how to fix this. Thank you.",910967947870564352
1450,AirbnbHelp,2017-09-21 13:36:35-07:00,Thursday,50454,6005,13,910962153125040129,@jerisbrunette Please reply directly to the email you received. They will contact you as soon as possible. Thanks.,910966008013352961
1451,AirbnbHelp,2017-09-21 13:34:07-07:00,Thursday,50454,6005,13,910959351921291271,@PilotLodging We are only able to assist you by having a Case Manager follow up with you regarding this experience.… https://t.co/T4ZowAOWSZ,910965385675051009
1452,AirbnbHelp,2017-09-21 13:23:59-07:00,Thursday,50454,6005,13,910957623473778688,@LYC4ON You're welcome! We're grateful for all of our users and we're always here to help.,910962835064320005
1453,AirbnbHelp,2017-09-21 13:06:52-07:00,Thursday,50454,6005,13,910950603689426947,@PilotLodging We do apologize as we unable to send any type of test. What we can do is have a Case Manager follow u… https://t.co/L7H26PUGPY,910958529288208387
1454,AirbnbHelp,2017-09-21 13:03:00-07:00,Thursday,50454,6005,13,910951561706086400,@David_Raikow We would love to discuss this with you. Please DM your email address &amp; telephone number on the accoun… https://t.co/ZFZSmBLIx3,910957554594975745
1455,AirbnbHelp,2017-09-21 13:01:02-07:00,Thursday,50454,6005,13,910952291863326720,"@JessieBooth_1 Hello Jessie, Can you please DM us the email on your account so we can assist you further? https://t.co/WCQEFGIlXC",910957059729973252
1456,AirbnbHelp,2017-09-21 12:55:50-07:00,Thursday,50454,6005,12,910949134080897024,@kattyjj11 We are here to help. Please DM us your email address and reservation code so we can follow up.,910955749584588807
1457,AirbnbHelp,2017-09-21 12:43:42-07:00,Thursday,50454,6005,12,910949314465353728,"@Destijl1986 Hi Damien, we responded to your DM. We're always here to help if you have any other questions we can address.",910952696315867136
1458,AirbnbHelp,2017-09-21 12:41:50-07:00,Thursday,50454,6005,12,910946274148540416,@jerisbrunette We are sorry to hear this and have a case manager working on your case. They will contact you shortly. Thanks.,910952226755108864
1459,AirbnbHelp,2017-09-21 12:13:45-07:00,Thursday,50454,6005,12,910940236586332160,"@debSilbert Hi there, we'll notify the right team to follow up directly. Please feel free replying to the email lin… https://t.co/gguku93FBE",910945159944302592
1460,AirbnbHelp,2017-09-21 11:57:16-07:00,Thursday,50454,6005,11,910939522040463360,"@123Photography Hi there, we're so sorry to hear that. Can you please DM us your email address so we can locate you… https://t.co/3u5Fv82ulM",910941012054433792
1461,AirbnbHelp,2017-09-21 11:54:14-07:00,Thursday,50454,6005,11,910934831130955776,"@caitlinest potential hosts to see if they have a crib available for your trip. We hope this helps, but let us know… https://t.co/Li0zadWsAE",910940247218847744
1462,AirbnbHelp,2017-09-21 11:54:07-07:00,Thursday,50454,6005,11,910934831130955776,"@caitlinest Hi Caitlin, we apologize as we currently don't offer a filter like that. We encourage you to use our Fa… https://t.co/hWovAFFEaQ",910940221407195136
1463,AirbnbHelp,2017-09-21 11:39:23-07:00,Thursday,50454,6005,11,910933792499666944,"@peteschonbeck We recommend removing and reloading the app. If that doesn't help, trying accessing the website dire… https://t.co/IpO5FSWHAS",910936513596280832
1464,AirbnbHelp,2017-09-21 11:31:53-07:00,Thursday,50454,6005,11,910930514802036736,@LYC4ON further. They will follow up as soon as possible with an update. Please don't hesitate DM us with any quest… https://t.co/U1oHYCtLOO,910934624490094592
1465,AirbnbHelp,2017-09-21 11:31:47-07:00,Thursday,50454,6005,11,910930514802036736,"@LYC4ON We're truly sorry to hear that happened, Julio. We were able to locate your account and we've asked our tea… https://t.co/lqRfIXoFAj",910934597541785600
1466,AirbnbHelp,2017-09-21 11:28:35-07:00,Thursday,50454,6005,11,910927771584544768,@ChrisChristophr We also recommend deleting your tweet since it contains private info. Thanks. (2/2),910933792549990400
1467,AirbnbHelp,2017-09-21 11:28:10-07:00,Thursday,50454,6005,11,910927771584544768,"@ChrisChristophr Hi, thanks for these details. We've updated your case with high priority &amp; requested that a specia… https://t.co/WWK3w4bZOH",910933690674552833
1468,AirbnbHelp,2017-09-21 11:22:17-07:00,Thursday,50454,6005,11,910925624864362498,"@peteschonbeck Hi Pete, we aren't currently experiencing any issues. Can you please DM us a screenshot and more inf… https://t.co/16nLEDExZt",910932208814362625
1469,AirbnbHelp,2017-09-21 11:19:34-07:00,Thursday,50454,6005,11,910918941912035329,"@Jackie_Barrera Hi Jacqueline, we're sorry to hear this. Can you please DM us more information about how we can hel… https://t.co/dXOxmESbEC",910931526090739712
1470,AirbnbHelp,2017-09-21 11:13:59-07:00,Thursday,50454,6005,11,910925197880037377,"@MelodyLeaLamb Hi, the currency in which a guest you are charged is based on the country associated with their paym… https://t.co/zmGhH8kiRL",910930117853138945
1471,AirbnbHelp,2017-09-21 11:12:20-07:00,Thursday,50454,6005,11,910920502239125506,@Digesh8990 We are here to help. Please DM us the email address and reservation code of the account holder so we can follow up.,910929703405486081
1472,AirbnbHelp,2017-09-21 11:10:42-07:00,Thursday,50454,6005,11,910926064767111168,"@Robert_H_Wilson Hello Robert, we have replied to your DM and arranged for a Case Manager to follow up with you and assist you further.",910929295555653634
1473,AirbnbHelp,2017-09-21 11:06:21-07:00,Thursday,50454,6005,11,910916815999528960,@TrizzInc Hello and welcome to the Airbnb community! Could you DM us the email address linked to your account. Than… https://t.co/fGIUAZgqWz,910928197402988544
1474,AirbnbHelp,2017-09-21 10:52:07-07:00,Thursday,50454,6005,10,910922957748305921,"@Jaka_Flocka Hi JoJo, we are sorry to hear about your experience. Please DM us the email on your account and we wil… https://t.co/chSdCIOJqC",910924616620703744
1475,AirbnbHelp,2017-09-21 10:46:44-07:00,Thursday,50454,6005,10,910916591289806849,@JackieMJensen Enjoy waterfront living Jackie!,910923260161818624
1476,AirbnbHelp,2017-09-21 10:45:37-07:00,Thursday,50454,6005,10,910921493160366080,@amoghranadive Thanks so much. We've received your DM and will connect with you there for more information.,910922979214811136
1477,AirbnbHelp,2017-09-21 10:40:22-07:00,Thursday,50454,6005,10,910910979352989696,@PilotLodging We're sorry to hear of the technical issues. Could you DM us any screenshots of the truncated message… https://t.co/88y41RslDw,910921660215316480
1478,AirbnbHelp,2017-09-21 10:33:14-07:00,Thursday,50454,6005,10,910916798270369794,"@SalimPickens Please don't hesitate to let us know if there is anything we can do to help in the meantime, Salim. We're here for you.",910919865392877568
1479,AirbnbHelp,2017-09-21 10:18:39-07:00,Thursday,50454,6005,10,910910093247488001,"@ChrisChristophr Hi Chris, we're sorry for any delay. Can you DM your email address so we can locate your account &amp;… https://t.co/yAzmaEK4Qi",910916193489444866
1480,AirbnbHelp,2017-09-21 10:14:56-07:00,Thursday,50454,6005,10,910909431298191360,"@scarlet1221 You're welcome, if you have any additional questions or concerns, please do not hesitate to DM us and… https://t.co/GgpiZnw8XB",910915259514408960
1481,AirbnbHelp,2017-09-21 10:12:26-07:00,Thursday,50454,6005,10,910912079250542592,"@amoghranadive Hi Amogh, we're sorry for any inconvenience and we want to help. Can you DM your email address so we… https://t.co/ngpzt0ftrY",910914629093740545
1482,AirbnbHelp,2017-09-21 10:09:28-07:00,Thursday,50454,6005,10,910912701609717761,"@RealTalkRoss Hi Ross, we're truly sorry to hear about this situation. Can you please DM us Megan's email address s… https://t.co/0yc01BjGOv",910913885468807169
1483,AirbnbHelp,2017-09-21 10:09:16-07:00,Thursday,50454,6005,10,910910272294080513,"@GayAtHomeDad Hi Frank, we're sorry for any frustration and see our team has connected with your friend. Can you DM… https://t.co/W0AY19G7LA",910913834663186432
1484,AirbnbHelp,2017-09-21 10:08:21-07:00,Thursday,50454,6005,10,910912237421957121,"@girassoisemjunh Hi there, we're sorry to hear that. Can you please DM us the reservation code so we can locate you… https://t.co/w4pdtLwaJE",910913600637865984
1485,AirbnbHelp,2017-09-21 10:02:08-07:00,Thursday,50454,6005,10,910908873187446785,"@Robert_H_Wilson Hello Robert, we are sorry to hear about your experience. Can you please DM us the email on your a… https://t.co/OP1KxQOS2w",910912039719186432
1486,AirbnbHelp,2017-09-21 09:50:22-07:00,Thursday,50454,6005,9,910907796551618560,"@SalimPickens Hi Salim, we're truly sorry to hear this happened. Can you please DM us the reservation code so we ca… https://t.co/S0VoV0lmii",910909075877240832
1487,AirbnbHelp,2017-09-21 09:48:42-07:00,Thursday,50454,6005,9,910907631031734275,"@MeganCarden6 Hi Megan, we're truly sorry to hear about this experience. Can you please DM us the reservation code… https://t.co/4E3mrZmvIa",910908658111909889
1488,AirbnbHelp,2017-09-21 09:48:34-07:00,Thursday,50454,6005,9,910905148842618880,@PilotLodging Sorry to hear this. Can you uninstall the app and reinstall? Please let us know if this improves things. Thanks.,910908623332704256
1489,AirbnbHelp,2017-09-21 09:46:07-07:00,Thursday,50454,6005,9,910906250447245312,"@zensuitesnyc Hi Jenny, we're truly sorry to hear about this experience. We have received your DM's and will follow… https://t.co/rM56Dlc8FJ",910908006484848641
1490,AirbnbHelp,2017-09-21 09:36:32-07:00,Thursday,50454,6005,9,910903378284367872,"@aegirhelgason Hello, we will be happy to assist you. Can you please DM us with more information about what is goin… https://t.co/w6OinKhuJo",910905593917050880
1491,AirbnbHelp,2017-09-21 09:31:05-07:00,Thursday,50454,6005,9,910901348064989184,@NikkiFansClub Hi Tommy. We just replied to your DM. Thanks.,910904224875270152
1492,AirbnbHelp,2017-09-21 09:17:59-07:00,Thursday,50454,6005,9,910899417363906562,@SianRharriman Hi Sian. We've replied to you DM. Thanks!,910900926633914368
1493,AirbnbHelp,2017-09-21 09:15:54-07:00,Thursday,50454,6005,9,910898770195419136,"@PerksCeo Hi Jeff, we're here to help. Can you please DM us your email and more information so we can have a member… https://t.co/DMxpAeHCpI",910900402220085252
1494,AirbnbHelp,2017-09-21 09:06:27-07:00,Thursday,50454,6005,9,910896258822402048,"@SianRharriman Hi Sian, we're sorry to hear that. Can you please DM us more information so we can look into this issue further? Thank you.",910898026989932545
1495,AirbnbHelp,2017-09-21 09:00:52-07:00,Thursday,50454,6005,9,910895006440763392,"@Studiovsf Hi there, we're sorry to hear this. We're checking your DM and will reply shortly. Thanks",910896618173603840
1496,AirbnbHelp,2017-09-21 08:59:06-07:00,Thursday,50454,6005,8,910892235004182528,@JAUREGUI05 Hi Hector. We just replied to your DM. Thanks.,910896173686419456
1497,AirbnbHelp,2017-09-21 08:57:14-07:00,Thursday,50454,6005,8,910893214659481602,"@think_andrea Hi Andrea, we really appreciate your valuable feedback. We've passed this on to the relevant team to review. Thank you!",910895704012402688
1498,AirbnbHelp,2017-09-21 08:56:48-07:00,Thursday,50454,6005,8,910893822309130243,"@bret_awesome Sounds like a plan, if you need any additional assistance please do not hesitate to ask us.",910895597141549057
1499,AirbnbHelp,2017-09-21 08:44:41-07:00,Thursday,50454,6005,8,910891151103639557,"@bret_awesome Hello Bret, we are sorry to hear about your experience. Please DM us the email on your account and we… https://t.co/m0TiovHRkZ",910892548226510849
1500,AirbnbHelp,2017-09-21 08:34:11-07:00,Thursday,50454,6005,8,910887581759541248,"@Sparkles_Debz Sorry for any confusion, Debbie. Please read how it works at the link provided above. DM your email… https://t.co/Oqc92qQASQ",910889905923948544
1501,AirbnbHelp,2017-09-21 08:30:52-07:00,Thursday,50454,6005,8,910884826827325440,"@LoliMukluks This is rather odd, Laura, as the currency you pay would be determined by your payment method. Could y… https://t.co/vKe1sMOjL9",910889072125710336
1502,AirbnbHelp,2017-09-21 08:30:32-07:00,Thursday,50454,6005,8,910884826827325440,@LoliMukluks We'll also need you to pass on the email linked to your account so that we can check your payment sett… https://t.co/zlHKt39Kd0,910888985119084547
1503,AirbnbHelp,2017-09-21 08:14:59-07:00,Thursday,50454,6005,8,910883840922722304,"@Sparkles_Debz Hi Debbie, the currency you pay is controlled by your payment method: https://t.co/A3tLRXQjhb . DM us for more info",910885074765275137
1504,AirbnbHelp,2017-09-21 08:09:17-07:00,Thursday,50454,6005,8,910881250189221889,"@rdf64 Hi Richard, which emails do you continue to receive? Bear in mind that you cannot opt out from receiving cer… https://t.co/8oIFVe9Va1",910883638375600128
1505,AirbnbHelp,2017-09-21 08:09:06-07:00,Thursday,50454,6005,8,910881250189221889,@rdf64 If you could send us a DM with the email linked to your account &amp; more info we can look into this further. Thank you 2/2,910883593991475200
1506,AirbnbHelp,2017-09-21 08:06:27-07:00,Thursday,50454,6005,8,910880505633132544,@kissmecreative Hi Laura! We'd like to have a look. Can you please send us a DM with email address linked to your Airbnb account. Thanks.,910882925452955648
1507,AirbnbHelp,2017-09-21 07:50:16-07:00,Thursday,50454,6005,7,910876447279005696,@MelinHB Please let us know if you feel we can help with anything else Melissa. We are still here for you,910878853815554048
1508,AirbnbHelp,2017-09-21 07:42:48-07:00,Thursday,50454,6005,7,910872498199080960,"@reginakolbe Hi Reggie, your Case Manager is taking a look and will follow up with you shortly. Thank you for your patience in the meantime!",910876975761432576
1509,AirbnbHelp,2017-09-21 07:39:04-07:00,Thursday,50454,6005,7,910874056836104192,@MelinHB to another account. We apologize for any inconvenience. 2/2,910876032496013314
1510,AirbnbHelp,2017-09-21 07:38:32-07:00,Thursday,50454,6005,7,910874056836104192,@MelinHB Unfortunately our system can only refund to the original payment method. Your original bank can assist wit… https://t.co/pLgkPZBRA9,910875901201719296
1511,AirbnbHelp,2017-09-21 07:31:47-07:00,Thursday,50454,6005,7,910873909699981312,"@Phxtristar Hi Jose, we'd like to follow up. Please DM us your email and more information, thank you. https://t.co/WCQEFGIlXC",910874201560633347
1512,AirbnbHelp,2017-09-21 07:29:12-07:00,Thursday,50454,6005,7,910871522926981120,"@miemela Hi there, you will input the zip code that is associated with the billing address for your credit card. We hope this helps!",910873552710176769
1513,AirbnbHelp,2017-09-21 07:28:43-07:00,Thursday,50454,6005,7,910871673469054976,"@mignsenuta Hi Mignon, we've located your account and we'll get a team member to follow up with you. Thank you",910873431520006144
1514,AirbnbHelp,2017-09-21 07:19:01-07:00,Thursday,50454,6005,7,910869084090245120,"@miemela Hi Amirah, zipcode is your location identification code or 'postal code'. Hope that clarifies things!",910870988044283904
1515,AirbnbHelp,2017-09-21 07:11:09-07:00,Thursday,50454,6005,7,910857304685281280,@dany_fagundes Manda pra gente uma DM com o email da conta do Airbnb + localizador da reserva (6 a 10 dígitos)? Mui… https://t.co/Orj0bVjAil,910869008156647425
1516,AirbnbHelp,2017-09-21 07:05:26-07:00,Thursday,50454,6005,7,910866059288334337,@SalimPickens Hosts are held accountable and penalties as explained in T&amp;C's apply. Thank you Salim,910867568411410432
1517,AirbnbHelp,2017-09-21 07:03:07-07:00,Thursday,50454,6005,7,910863492508512257,@DWslider Sorry about that Danny! Hopefully this feature will come available in Europe soon too,910866986581811200
1518,AirbnbHelp,2017-09-21 06:56:39-07:00,Thursday,50454,6005,6,910860786649718784,@me_looking_job Hi there! You can take a look at our internships here: https://t.co/QEZYRPQXJF. Best of luck!,910865358000672770
1519,AirbnbHelp,2017-09-21 06:47:21-07:00,Thursday,50454,6005,6,910859687163285504,"@DWslider Hi Danny. Unfortunately, gift cards can only be used by profiles in the United States.",910863017411260416
1520,AirbnbHelp,2017-09-21 06:46:39-07:00,Thursday,50454,6005,6,910860306104094721,"@TheKateMyers Hi Kate, we're sorry to hear this &amp; we'd like to look into it further. Please DM us your email addres… https://t.co/hlcRDDo6y8",910862842487820288
1521,AirbnbHelp,2017-09-21 06:44:36-07:00,Thursday,50454,6005,6,910854829198725121,@JudyLFrancis Hi Judy! We'd be happy to look into it. Can you please send us a DM with email address linked to your Airbnb account. Thanks.,910862327603396610
1522,AirbnbHelp,2017-09-21 06:43:32-07:00,Thursday,50454,6005,6,910854335420125184,"@BlkMissFrizzle Hello there! Can you please let us know, if you need any assistance from our side? Thanks in advance. 😊",910862059142893569
1523,AirbnbHelp,2017-09-21 06:35:15-07:00,Thursday,50454,6005,6,910849602412261377,"@anneliesepineda Hi Anneliese, we're so sorry to hear this and would like to follow up. Could you please DM us your… https://t.co/rD0CymyRms",910859973755916289
1524,AirbnbHelp,2017-09-21 06:34:50-07:00,Thursday,50454,6005,6,910845181380894720,"@tashwainberg Hi Natasha, thanks for reaching out! We took a closer look and everything seems to be fine with your… https://t.co/4QHx3vq1Tz",910859869967781889
1525,AirbnbHelp,2017-09-21 06:02:33-07:00,Thursday,50454,6005,6,910849502642307072,"@always_love22 Hi Nadine, please DM us your email and we'll get a team member to follow up with you. Thank you https://t.co/WCQEFGIlXC",910851743906443265
1526,AirbnbHelp,2017-09-21 06:01:22-07:00,Thursday,50454,6005,6,910847933272219650,@SalimPickens us to follow up. Thank you 2/2,910851448749088768
1527,AirbnbHelp,2017-09-21 06:01:11-07:00,Thursday,50454,6005,6,910847933272219650,"@SalimPickens Hi Salim, you can find more information on cancellation penalties here: https://t.co/NiIZpMJD68. Plea… https://t.co/IxjiwQHJtL",910851402469134336
1528,AirbnbHelp,2017-09-21 05:44:38-07:00,Thursday,50454,6005,5,910846573407539200,@trishjtrishj Thanks Pam. We just DM'ed you back.,910847234895425537
1529,AirbnbHelp,2017-09-21 05:36:59-07:00,Thursday,50454,6005,5,910844795538542592,"@trishjtrishj Hi there, we'd like to follow up. Please DM us your email, we're standing by to assist. https://t.co/WCQEFGIlXC",910845310540369920
1530,AirbnbHelp,2017-09-21 05:27:58-07:00,Thursday,50454,6005,5,910836523804839943,"@theblyhhh Hi Belinda, we've got your DM and will follow up there. Thank you",910843042101329920
1531,AirbnbHelp,2017-09-21 05:22:11-07:00,Thursday,50454,6005,5,910840921536831488,"@aamhoy Hi Ann-Marie, we'd like to follow up. Please DM us your email and more information, thank you.",910841587432861696
1532,AirbnbHelp,2017-09-21 04:58:57-07:00,Thursday,50454,6005,4,910832231907655680,"@amill34 No problem at all Aaron, we're happy to help! 🙂",910835740036206592
1533,AirbnbHelp,2017-09-21 04:55:18-07:00,Thursday,50454,6005,4,910833252839108608,@ArashGilan We're sorry to hear that Arash. If you DM us your account info we can take a closer look. Thank you  https://t.co/WCQEFGIlXC,910834822343479296
1534,AirbnbHelp,2017-09-21 04:55:02-07:00,Thursday,50454,6005,4,910828147188277248,@BPragwat Please know your case is being looked at and you will receive an update as soon as possible. 2/2,910834754202816512
1535,AirbnbHelp,2017-09-21 04:54:52-07:00,Thursday,50454,6005,4,910828147188277248,@BPragwat The team is currently experiencing a high volume of inquiries which is causing a longer delay than we would like. 1/2,910834710095581184
1536,AirbnbHelp,2017-09-21 04:49:43-07:00,Thursday,50454,6005,4,910827660430868480,@bigtitti3s420 Hi Trâm! We've replied to your DM and updated your case accordingly. Please accept our sincere apologies for the delay.,910833417222279168
1537,AirbnbHelp,2017-09-21 04:49:33-07:00,Thursday,50454,6005,4,910829591924789248,@BurfordsWorld Sorry for the confusion. Our search results will only show a listing's nightly rate. For a full rese… https://t.co/2UO8AnxFKg,910833373853229056
1538,AirbnbHelp,2017-09-21 04:49:23-07:00,Thursday,50454,6005,4,910829591924789248,"@BurfordsWorld to the listing you'd like to book and see the calendar. We hope this helps, but if you have any ques… https://t.co/mPCVqXGuRB",910833334162509824
1539,AirbnbHelp,2017-09-21 04:42:14-07:00,Thursday,50454,6005,4,910828743001767936,"@hshah4921 Hi Harsh, please rest assured a member of our specialised team will be following up shortly to assist. Thank you",910831533572968448
1540,AirbnbHelp,2017-09-21 04:40:07-07:00,Thursday,50454,6005,4,910824692688318464,@citizenesq Hello there! Sorry to hear about this. We are here to help &amp; will reply to your DM shortly. Thanks.,910831000602718208
1541,AirbnbHelp,2017-09-21 04:33:59-07:00,Thursday,50454,6005,4,910825933665443840,"@SalimPickens Hi Salim, our Trip Experience team can assist you with finding a new accommodation if you DM us your… https://t.co/hJhTKwcJ6E",910829454582218752
1542,AirbnbHelp,2017-09-21 04:26:04-07:00,Thursday,50454,6005,4,910820730002132993,"@reginakolbe Hi Reggie, this has us concerned. Could you DM us more information?",910827464171155457
1543,AirbnbHelp,2017-09-21 04:22:03-07:00,Thursday,50454,6005,4,910824396457107456,@BPragwat We're so sorry for the experience Bhuvi. Please rest assured a member of our specialized team will be fol… https://t.co/wYkRvJ3Asx,910826452437864448
1544,AirbnbHelp,2017-09-21 04:16:53-07:00,Thursday,50454,6005,4,910821528111124481,@prachi_pj So sorry to hear this Prachi. Our team are working on this and will be in touch with you asap with further instruction.,910825152555945984
1545,AirbnbHelp,2017-09-21 04:11:28-07:00,Thursday,50454,6005,4,910820020120408065,"@ArashGilan Hi Arash, sorry to hear this. Would you mind sending us a DM with your account details (phone &amp; email)?… https://t.co/wYKZxnScne",910823791781130240
1546,AirbnbHelp,2017-09-21 03:48:05-07:00,Thursday,50454,6005,3,910816763599712256,@rupeshjn258 Right corner. You can choose not to receive these ads in future. Hope this helps 2/2,910817905834635265
1547,AirbnbHelp,2017-09-21 03:47:41-07:00,Thursday,50454,6005,3,910816763599712256,@rupeshjn258 Hi Rupesh these are targeted ads offering suggestions for locations. If you don't wish to receive thes… https://t.co/SQU0oWmYJb,910817804085026816
1548,AirbnbHelp,2017-09-21 03:46:05-07:00,Thursday,50454,6005,3,,@kevin_hartnett Anytime Kevin! We're here if you need us again,910817402274885632
1549,AirbnbHelp,2017-09-21 03:15:46-07:00,Thursday,50454,6005,3,910681888687259649,"@alexdourado19 Acesse https://t.co/vXrzv4OIHR, e insira cidade, datas, o nro. de hóspedes, tipo de acomodação e fai… https://t.co/CiLDmpes8A",910809772525588480
1550,AirbnbHelp,2017-09-21 03:09:27-07:00,Thursday,50454,6005,3,,"@kevin_hartnett Hi Kevin, reviews are not posted until both host and guest submit their review. After 14 days, your… https://t.co/Hgc5eCP7p0",910808184419504128
1551,AirbnbHelp,2017-09-21 02:53:55-07:00,Thursday,50454,6005,2,910803877313867778,"@EmileOll Hi Emile, we'd like to follow up. Could you please DM us your email and more information? Thank you https://t.co/WCQEFGIlXC",910804275147821057
1552,AirbnbHelp,2017-09-21 02:49:49-07:00,Thursday,50454,6005,2,910801769755758592,"@lala_doyle Hi please keep in mind that as all cases are personally handled by a case manager, we will not be able… https://t.co/l7fx9eJLnr",910803242002546688
1553,AirbnbHelp,2017-09-21 02:43:22-07:00,Thursday,50454,6005,2,910800127824195584,@lala_doyle Thank you for letting us know Alana. We have updated your case with that information. Someone will be in touch via email soon.,910801618274279424
1554,AirbnbHelp,2017-09-21 02:36:15-07:00,Thursday,50454,6005,2,910798412316102656,"@NevF Hi Neville, could you DM us your email address or the reservation code concerned, please? We'll have a specia… https://t.co/PZX2TuofPX",910799828099182593
1555,AirbnbHelp,2017-09-21 02:32:23-07:00,Thursday,50454,6005,2,910796807785107456,"@lala_doyle instead of the refund issue date. In this case, the original payment was processed on August 24th. (4/4)",910798852873232384
1556,AirbnbHelp,2017-09-21 02:32:09-07:00,Thursday,50454,6005,2,910796807785107456,@lala_doyle Please note that some banks and credit card companies may reflect refunds on your statement on the date… https://t.co/Kfq9NY6HUR,910798794190704640
1557,AirbnbHelp,2017-09-21 02:31:47-07:00,Thursday,50454,6005,2,910794917726867456,"@PlanetWilson Hi Mark, sorry about that. If you like we can follow-up with you from here. Would you mind dropping u… https://t.co/2n4pDwy9dx",910798705330180096
